PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,TempT1,T1RelayState,T2SP,T2inT,TempT2,T2RelayState,T3SP,T3inT,TempT3,T3RelayState,T4SP,T4inT,TempT4,T4RelayState,
20210619_CBASS2_RW5N,2021_June_19,59897,11,37,16,27.50,29.06,29.06,CHL,27.50,28.75,28.75,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,67653,11,37,30,27.50,29.06,29.06,CHL,27.50,28.81,28.81,CHL,27.50,29.25,29.25,CHL,27.50,29.25,29.25,CHL,
20210619_CBASS2_RW5N,2021_June_19,80948,11,37,37,27.50,29.06,29.06,CHL,27.50,28.81,28.81,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,88535,11,37,45,27.50,29.06,29.06,CHL,27.50,28.81,28.81,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,96121,11,37,53,27.50,29.06,29.06,CHL,27.50,28.81,28.81,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,103711,11,38,0,27.50,29.06,29.06,CHL,27.50,28.81,28.81,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,111298,11,38,8,27.50,29.06,29.06,CHL,27.50,28.81,28.81,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,118884,11,38,15,27.50,29.06,29.06,CHL,27.50,28.81,28.81,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,126472,11,38,23,27.50,29.06,29.06,CHL,27.50,28.75,28.75,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,134062,11,38,36,27.50,29.06,29.06,CHL,27.50,28.75,28.75,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,147358,11,38,44,27.50,29.06,29.06,CHL,27.50,28.81,28.81,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,154946,11,38,51,27.50,29.06,29.06,CHL,27.50,28.75,28.75,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,162533,11,38,59,27.50,29.06,29.06,CHL,27.50,28.75,28.75,CHL,27.50,29.25,29.25,CHL,27.50,29.19,29.19,CHL,
20210619_CBASS2_RW5N,2021_June_19,170124,11,39,7,27.50,29.06,29.06,CHL,27.50,28.75,28.75,CHL,27.50,29.25,29.25,CHL,27.50,29.12,29.12,CHL,
20210619_CBASS2_RW5N,2021_June_19,177711,11,39,14,27.50,29.06,29.06,CHL,27.50,28.75,28.75,CHL,27.50,29.25,29.25,CHL,27.50,29.12,29.12,CHL,
20210619_CBASS2_RW5N,2021_June_19,185297,11,39,22,27.50,29.06,29.06,CHL,27.50,28.75,28.75,CHL,27.50,29.19,29.19,CHL,27.50,29.12,29.12,CHL,
20210619_CBASS2_RW5N,2021_June_19,192885,11,39,29,27.50,29.06,29.06,CHL,27.50,28.75,28.75,CHL,27.50,29.19,29.19,CHL,27.50,29.12,29.12,CHL,
