PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,TempT1,T1RelayState,T2SP,T2inT,TempT2,T2RelayState,T3SP,T3inT,TempT3,T3RelayState,T4SP,T4inT,TempT4,T4RelayState,
20210621_CBASS2_RW5N,2021_June_21,649676,11,25,21,27.50,27.75,27.75,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,657275,11,25,29,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,664876,11,25,42,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,678260,11,25,50,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,685859,11,25,57,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,693459,11,26,5,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,HTR,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,701060,11,26,13,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,708659,11,26,20,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,716259,11,26,28,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,723858,11,26,35,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,HTR,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,731459,11,26,49,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,744837,11,26,56,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,HTR,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,752435,11,27,4,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,760033,11,27,12,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,767635,11,27,19,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,775235,11,27,27,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,782834,11,27,34,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,790436,11,27,42,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,798036,11,27,55,27.50,27.75,27.75,HTR,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,811415,11,28,3,27.50,27.75,27.75,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,819014,11,28,11,27.50,27.75,27.75,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,826616,11,28,18,27.50,27.75,27.75,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,834215,11,28,26,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,841817,11,28,33,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,849416,11,28,41,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,857019,11,28,49,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,864619,11,29,2,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,TempT1,T1RelayState,T2SP,T2inT,TempT2,T2RelayState,T3SP,T3inT,TempT3,T3RelayState,T4SP,T4inT,TempT4,T4RelayState,
20210621_CBASS2_RW5N,2021_June_21,877993,11,29,10,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,885754,11,29,17,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.37,29.37,CHL,
20210621_CBASS2_RW5N,2021_June_21,893353,11,29,25,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,900954,11,29,33,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,HTR,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,908555,11,29,40,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,916155,11,29,48,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,HTR,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,923753,11,29,55,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,931353,11,30,9,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,944733,11,30,16,27.50,27.75,27.75,HTR,27.50,28.87,28.87,CHL,27.50,27.56,27.56,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,952330,11,30,24,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,959931,11,30,32,27.50,27.75,27.75,HTR,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,967531,11,30,39,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,975132,11,30,47,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,HTR,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,982730,11,30,55,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,990329,11,31,2,27.50,27.81,27.81,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,997932,11,31,16,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1011313,11,31,23,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.56,27.56,HTR,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1018912,11,31,31,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1026513,11,31,38,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1034118,11,31,46,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1041718,11,31,54,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1049319,11,32,1,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1056921,11,32,9,27.50,27.94,27.94,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1064522,11,32,22,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1077903,11,32,30,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1085504,11,32,37,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1093108,11,32,45,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.69,27.69,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1100709,11,32,53,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.69,27.69,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1108311,11,33,0,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.69,27.69,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1115914,11,33,8,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.69,27.69,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1123513,11,33,15,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,HTR,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1131113,11,33,29,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1144489,11,33,36,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1152094,11,33,44,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.69,27.69,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1159695,11,33,52,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,HTR,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1167295,11,33,59,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1174895,11,34,7,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1182498,11,34,15,27.50,27.87,27.87,CHL,27.50,28.94,28.94,CHL,27.50,27.69,27.69,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1190099,11,34,22,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.69,27.69,CHL,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1197701,11,34,36,27.50,27.87,27.87,CHL,27.50,28.87,28.87,CHL,27.50,27.62,27.62,HTR,27.50,29.44,29.44,CHL,
20210621_CBASS2_RW5N,2021_June_21,1211085,11,34,43,27.50,27.81,27.81,CHL,27.50,28.94,28.94,CHL,27.50,27.69,27.69,CHL,27.50,29.44,29.44,CHL,
